AppDocID	ApplNo	SeqNo	DocType	DocTitle	DocURL	DocDate	ActionType	DuplicateCounter
29375	021359	000	Label		http://www.accessdata.fda.gov/drugsatfda_docs/label/2011/021359s000lbl.pdf	2011-06-30 00:00:00	AP	0
29376	020592	040	Review		http://www.accessdata.fda.gov/drugsatfda_docs/nda/2009/020592_s40s41_zyprexa_toc.cfm	2011-06-30 00:00:00	AP	0
29377	020592	041	Review		http://www.accessdata.fda.gov/drugsatfda_docs/nda/2009/020592_s40s41_zyprexa_toc.cfm	2011-06-30 00:00:00	AP	0
29378	125288	0000	Medication Guide		http://www.fda.gov/downloads/Drugs/DrugSafety/UCM261711.pdf	2011-07-01 00:00:00	AP	0
29379	202231	000	Letter		http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2011/202231s000ltr.pdf	2011-07-05 00:00:00	AP	0
29380	022239	002	Letter		http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2011/022239s002ltr.pdf	2011-07-05 00:00:00	AP	0
29381	022383	000	Label		http://www.accessdata.fda.gov/drugsatfda_docs/label/2011/022383s000lbl.pdf	2011-07-05 00:00:00	AP	0
29382	022383	000	Medication Guide		http://www.accessdata.fda.gov/drugsatfda_docs/label/2011/022383s000MedG.pdf	2011-07-05 00:00:00	AP	0
29383	021862	008	Letter		http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2011/021862s008ltr.pdf	2011-07-05 00:00:00	AP	0
29384	021077	047	Letter		"http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2011/021077s047,021254s016,020692s039ltr.pdf"	2011-07-05 00:00:00	AP	0
29385	021254	016	Letter		"http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2011/021077s047,021254s016,020692s039ltr.pdf"	2011-07-05 00:00:00	AP	0
29386	020692	039	Letter		"http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2011/021077s047,021254s016,020692s039ltr.pdf"	2011-07-05 00:00:00	AP	0
29387	020838	033	Letter		http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2011/020838s033ltr.pdf	2011-07-05 00:00:00	AP	0
29388	020451	023	Letter		http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2011/020451s023ltr.pdf	2011-07-05 00:00:00	AP	0
29389	017029	128	Letter		"http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2011/017029s128,017651s052ltr.pdf"	2011-07-05 00:00:00	AP	0
29390	017651	052	Letter		"http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2011/017029s128,017651s052ltr.pdf"	2011-07-05 00:00:00	AP	0
29391	022032	012	Letter		http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2011/022032s012ltr.pdf	2011-07-05 00:00:00	AP	0
29392	020897	028	Letter		http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2011/020897s028ltr.pdf	2011-07-05 00:00:00	AP	0
29393	201566	000	Letter		http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2011/201566s000ltr.pdf	2011-07-05 00:00:00	AP	0
29394	022544	002	Letter		http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2011/022544s002ltr.pdf	2011-07-05 00:00:00	AP	0
29395	202022	000	Review		http://www.accessdata.fda.gov/drugsatfda_docs/nda/2011/202022Orig1s000TOC.cfm	2011-07-05 00:00:00	AP	0
29396	202022	000	Summary Review		http://www.accessdata.fda.gov/drugsatfda_docs/nda/2011/202022Orig1s000SumR.pdf	2011-07-05 00:00:00	AP	0
29397	018817	024	Letter		http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2011/018817s024ltr.pdf	2011-07-05 00:00:00	AP	0
29398	020645	008	Letter		http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2011/020645s008ltr.pdf	2011-07-05 00:00:00	AP	0
29399	201367	000	Review		http://www.accessdata.fda.gov/drugsatfda_docs/nda/2011/201367_banzel_toc.cfm	2011-07-06 00:00:00	AP	0
29400	201367	000	Summary Review		http://www.accessdata.fda.gov/drugsatfda_docs/nda/2011/201367Orig1s000SumR.pdf	2011-07-06 00:00:00	AP	0
29401	021928	024	Letter		http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2011/021928s024ltr.pdf	2011-07-06 00:00:00	AP	0
29402	022056	007	Letter		"http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2011/022056s007,019810s091ltr.pdf"	2011-07-06 00:00:00	AP	0
29403	019810	091	Letter		"http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2011/022056s007,019810s091ltr.pdf"	2011-07-06 00:00:00	AP	0
29404	022101	007	Letter		"http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2011/022101s007,021153s038,021957s010,021689s020ltr.pdf"	2011-07-06 00:00:00	AP	0
29405	021153	038	Letter		"http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2011/022101s007,021153s038,021957s010,021689s020ltr.pdf"	2011-07-06 00:00:00	AP	0
29406	021957	010	Letter		"http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2011/022101s007,021153s038,021957s010,021689s020ltr.pdf"	2011-07-06 00:00:00	AP	0
29407	021689	020	Letter		"http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2011/022101s007,021153s038,021957s010,021689s020ltr.pdf"	2011-07-06 00:00:00	AP	0
29408	022434	000	Letter		http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2011/022434s000ltr.pdf	2011-07-06 00:00:00	AP	0
29409	022567	002	Letter		http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2011/022567s002ltr.pdf	2011-07-06 00:00:00	AP	0
29410	200327	001	Letter		http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2011/200327s001ltr.pdf	2011-07-06 00:00:00	AP	0
29411	201525	000	Letter		http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2011/201525s000ltr.pdf	2011-07-06 00:00:00	AP	0
29412	202245	000	Letter		http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2011/202245s000ltr.pdf	2011-07-06 00:00:00	AP	0
29413	022569	000	Letter		http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2011/022569s000ltr.pdf	2011-07-06 00:00:00	AP	0
29414	019034	021	Letter		http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2011/019034s021ltr.pdf	2011-07-06 00:00:00	AP	0
29415	020560	061	Letter		"http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2011/020560s061,021575s021ltr.pdf"	2011-07-06 00:00:00	AP	0
29416	021575	021	Letter		"http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2011/020560s061,021575s021ltr.pdf"	2011-07-06 00:00:00	AP	0
29417	021455	013	Letter		http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2011/021455s013ltr.pdf	2011-07-06 00:00:00	AP	0
29418	021762	015	Letter		http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2011/021762s015ltr.pdf	2011-07-06 00:00:00	AP	0
29420	020521	024	Label		http://www.accessdata.fda.gov/drugsatfda_docs/label/2011/020521s024lbl.pdf	2011-07-06 00:00:00	AP	0
29421	022527	003	Label		http://www.accessdata.fda.gov/drugsatfda_docs/label/2011/022527s003lbl.pdf	2011-07-06 00:00:00	AP	0
29422	022527	003	Medication Guide		http://www.accessdata.fda.gov/drugsatfda_docs/label/2011/022527s003MedG.pdf	2011-07-06 00:00:00	AP	0
29423	021306	001	Label		http://www.accessdata.fda.gov/drugsatfda_docs/label/2011/021306s001s003lbl.pdf	2011-07-06 00:00:00	AP	0
29424	021306	003	Label		http://www.accessdata.fda.gov/drugsatfda_docs/label/2011/021306s001s003lbl.pdf	2011-07-06 00:00:00	AP	0
29425	021306	001	Medication Guide		http://www.accessdata.fda.gov/drugsatfda_docs/label/2011/021306s001s003MedG.pdf	2011-07-06 00:00:00	AP	0
29426	019034	021	Label		http://www.accessdata.fda.gov/drugsatfda_docs/label/2011/019034s021lbl.pdf	2011-07-06 00:00:00	AP	0
29427	022569	000	Label		http://www.accessdata.fda.gov/drugsatfda_docs/label/2011/022569s000lbl.pdf	2011-07-06 00:00:00	AP	0
29428	020645	008	Label		http://www.accessdata.fda.gov/drugsatfda_docs/label/2011/020645s008lbl.pdf	2011-07-06 00:00:00	AP	0
29429	202245	000	Label		http://www.accessdata.fda.gov/drugsatfda_docs/label/2011/202245s000lbl.pdf	2011-07-06 00:00:00	AP	0
29430	022056	007	Label		"http://www.accessdata.fda.gov/drugsatfda_docs/label/2011/022056s007,019810s091lbl.pdf"	2011-07-06 00:00:00	AP	0
29431	019810	091	Label		"http://www.accessdata.fda.gov/drugsatfda_docs/label/2011/022056s007,019810s091lbl.pdf"	2011-07-06 00:00:00	AP	0
29432	022101	007	Label		"http://www.accessdata.fda.gov/drugsatfda_docs/label/2011/022101s007,021153s038,021957s010lbl.pdf"	2011-07-06 00:00:00	AP	0
29433	021153	038	Label		"http://www.accessdata.fda.gov/drugsatfda_docs/label/2011/022101s007,021153s038,021957s010lbl.pdf"	2011-07-06 00:00:00	AP	0
29434	021957	010	Label		"http://www.accessdata.fda.gov/drugsatfda_docs/label/2011/022101s007,021153s038,021957s010lbl.pdf"	2011-07-06 00:00:00	AP	0
29435	021689	020	Label		http://www.accessdata.fda.gov/drugsatfda_docs/label/2011/021689s020lbl.pdf	2011-07-06 00:00:00	AP	0
29436	009818	018	Letter		http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2011/009818s018ltr.pdf	2011-07-07 00:00:00	AP	0
29437	021858	012	Letter		http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2011/021858s012ltr.pdf	2011-07-07 00:00:00	AP	0
29438	020521	024	Letter		http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2011/020521s024ltr.pdf	2011-07-07 00:00:00	AP	0
29439	021306	001	Letter		"http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2011/021306s001,s003ltr.pdf"	2011-07-07 00:00:00	AP	0
29440	021306	003	Letter		"http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2011/021306s001,s003ltr.pdf"	2011-07-07 00:00:00	AP	0
29441	022383	000	Letter		http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2011/022383s000ltr.pdf	2011-07-07 00:00:00	AP	0
29442	020189	023	Letter		http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2011/020189s023ltr.pdf	2011-07-07 00:00:00	AP	0
29443	020850	032	Letter		http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2011/020850s032ltr.pdf	2011-07-07 00:00:00	AP	0
29444	022406	000	Letter		http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2011/022406s000ltr.pdf	2011-07-07 00:00:00	AP	0
29445	022406	000	Label		http://www.accessdata.fda.gov/drugsatfda_docs/label/2011/022406s000lbl.pdf	2011-07-07 00:00:00	AP	0
29446	020297	036	Letter		"http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2011/020297s036,022012s020ltr.pdf"	2011-07-07 00:00:00	AP	0
29447	022012	020	Letter		"http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2011/020297s036,022012s020ltr.pdf"	2011-07-07 00:00:00	AP	0
29448	021894	004	Letter		http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2011/021894s004ltr.pdf	2011-07-07 00:00:00	AP	0
29449	022012	020	Label		http://www.accessdata.fda.gov/drugsatfda_docs/label/2011/022012s020lbl.pdf	2011-07-07 00:00:00	AP	0
29450	021894	004	Label		http://www.accessdata.fda.gov/drugsatfda_docs/label/2011/021894s004lbl.pdf	2011-07-07 00:00:00	AP	0
29451	020189	023	Label		http://www.accessdata.fda.gov/drugsatfda_docs/label/2011/020189s023lbl.pdf	2011-07-07 00:00:00	AP	0
29452	020189	023	Medication Guide		http://www.accessdata.fda.gov/drugsatfda_docs/label/2011/020189s023MedG.pdf	2011-07-07 00:00:00	AP	0
29453	009818	018	Label		http://www.accessdata.fda.gov/drugsatfda_docs/label/2011/009818s018lbl.pdf	2011-07-07 00:00:00	AP	0
29454	020774	010	Label		http://www.accessdata.fda.gov/drugsatfda_docs/label/2011/020774Orig1s010lbl.pdf	2011-07-07 00:00:00	AP	0
29455	020364	052	Label		http://www.accessdata.fda.gov/drugsatfda_docs/label/2011/020364s052lbl.pdf	2011-07-07 00:00:00	AP	0
29456	022488	005	Label		"http://www.accessdata.fda.gov/drugsatfda_docs/label/2011/021446s026,022488s005lbl.pdf"	2011-07-07 00:00:00	AP	0
29457	021446	026	Label		"http://www.accessdata.fda.gov/drugsatfda_docs/label/2011/021446s026,022488s005lbl.pdf"	2011-07-07 00:00:00	AP	0
29458	103000	5236	Label		http://www.accessdata.fda.gov/drugsatfda_docs/label/2011/103000s5236lbl.pdf	2011-07-08 00:00:00	AP	0
29459	201917	000	Review		http://www.accessdata.fda.gov/drugsatfda_docs/nda/2011/201917Orig1s000TOC.cfm	2011-07-08 00:00:00	AP	0
29460	201917	000	Summary Review		http://www.accessdata.fda.gov/drugsatfda_docs/nda/2011/201917Orig1s000SumR.pdf	2011-07-08 00:00:00	AP	0
29461	125277	000	Other	REMS	http://www.fda.gov/downloads/Drugs/DrugSafety/PostmarketDrugSafetyInformationforPatientsandProviders/UCM261985.pdf	2011-07-08 00:00:00	AP	0
29462	022345	000	Other	REMS	http://www.fda.gov/downloads/Drugs/DrugSafety/PostmarketDrugSafetyInformationforPatientsandProviders/UCM261933.pdf	2011-07-08 00:00:00	AP	0
29463	022405	000	Other	REMS	http://www.fda.gov/downloads/Drugs/DrugSafety/PostmarketDrugSafetyInformationforPatientsandProviders/UCM253441.pdf	2011-07-08 00:00:00	AP	0
29464	022569	000	Other	REMS	http://www.fda.gov/downloads/Drugs/DrugSafety/PostmarketDrugSafetyInformationforPatientsandProviders/UCM261983.pdf	2011-07-08 00:00:00	AP	0
29465	020839	051	Review		http://www.accessdata.fda.gov/drugsatfda_docs/nda/2011/020839Orig1s051TOC.cfm	2011-07-08 00:00:00	AP	0
29466	020839	051	Summary Review		http://www.accessdata.fda.gov/drugsatfda_docs/nda/2011/020839Orig1s051SumR.pdf	2011-07-08 00:00:00	AP	0
29467	022345	000	Review		http://www.accessdata.fda.gov/drugsatfda_docs/nda/2011/022345Orig1s000TOC.cfm	2011-07-11 00:00:00	AP	0
29468	022345	000	Summary Review		http://www.accessdata.fda.gov/drugsatfda_docs/nda/2011/022345Orig1s000SumR.pdf	2011-07-11 00:00:00	AP	0
29469	103145	5098	Letter		http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2011/103145s5098ltr.pdf	2011-07-12 00:00:00	AP	0
29470	021526	014	Label		http://www.accessdata.fda.gov/drugsatfda_docs/label/2011/021526s014lbl.pdf	2011-07-11 00:00:00	AP	0
29471	022372	003	Letter		http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2011/022372s003ltr.pdf	2011-07-12 00:00:00	AP	0
29472	021551	016	Letter		http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2011/021551s016ltr.pdf	2011-07-12 00:00:00	AP	0
29473	021269	012	Letter		http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2011/021269s012ltr.pdf	2011-07-12 00:00:00	AP	0
29474	020905	022	Letter		http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2011/020905s022ltr.pdf	2011-07-12 00:00:00	AP	0
29475	021752	027	Letter		http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2011/021752s027ltr.pdf	2011-07-12 00:00:00	AP	0
29476	020031	058	Letter		"http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2011/020031s058,s066,020710s022,s030,020936s034,s044ltr.pdf"	2011-07-12 00:00:00	AP	0
29477	020031	066	Letter		"http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2011/020031s058,s066,020710s022,s030,020936s034,s044ltr.pdf"	2011-07-12 00:00:00	AP	0
29478	020710	022	Letter		"http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2011/020031s058,s066,020710s022,s030,020936s034,s044ltr.pdf"	2011-07-12 00:00:00	AP	0
29479	020710	030	Letter		"http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2011/020031s058,s066,020710s022,s030,020936s034,s044ltr.pdf"	2011-07-12 00:00:00	AP	0
29480	020936	034	Letter		"http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2011/020031s058,s066,020710s022,s030,020936s034,s044ltr.pdf"	2011-07-12 00:00:00	AP	0
29481	020936	044	Letter		"http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2011/020031s058,s066,020710s022,s030,020936s034,s044ltr.pdf"	2011-07-12 00:00:00	AP	0
29482	020639	049	Letter		"http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2011/020639s049,020639s054ltr.pdf"	2011-07-12 00:00:00	AP	0
29483	020639	054	Letter		"http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2011/020639s049,020639s054ltr.pdf"	2011-07-12 00:00:00	AP	0
29484	022047	023	Letter		"http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2011/022047s023,s027ltr.pdf"	2011-07-12 00:00:00	AP	0
29485	022047	027	Letter		"http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2011/022047s023,s027ltr.pdf"	2011-07-12 00:00:00	AP	0
29486	020297	036	Label		http://www.accessdata.fda.gov/drugsatfda_docs/label/2011/020297s036lbl.pdf	2011-07-12 00:00:00	AP	0
29487	020850	032	Label		http://www.accessdata.fda.gov/drugsatfda_docs/label/2011/020850s032lbl.pdf	2011-07-12 00:00:00	AP	0
29488	020403	019	Label		"http://www.accessdata.fda.gov/drugsatfda_docs/label/2011/020007s041,020403s019lbl.pdf"	2011-07-12 00:00:00	AP	0
29489	021269	012	Label		http://www.accessdata.fda.gov/drugsatfda_docs/label/2011/021269s012lbl.pdf	2011-07-12 00:00:00	AP	0
29490	020905	022	Label		http://www.accessdata.fda.gov/drugsatfda_docs/label/2011/020905s022lbl.pdf	2011-07-12 00:00:00	AP	0
29491	020639	049	Label		http://www.accessdata.fda.gov/drugsatfda_docs/label/2011/020639s049s054lbl.pdf	2011-07-12 00:00:00	AP	0
29492	020639	054	Label		http://www.accessdata.fda.gov/drugsatfda_docs/label/2011/020639s049s054lbl.pdf	2011-07-12 00:00:00	AP	0
29493	020639	049	Medication Guide		http://www.accessdata.fda.gov/drugsatfda_docs/label/2011/020639s049s054MedG.pdf	2011-07-12 00:00:00	AP	0
29494	020639	054	Medication Guide		http://www.accessdata.fda.gov/drugsatfda_docs/label/2011/020639s049s054MedG.pdf	2011-07-12 00:00:00	AP	0
29495	022047	023	Label		http://www.accessdata.fda.gov/drugsatfda_docs/label/2011/022047s023s027lbl.pdf	2011-07-12 00:00:00	AP	0
29496	022047	027	Label		http://www.accessdata.fda.gov/drugsatfda_docs/label/2011/022047s023s027lbl.pdf	2011-07-12 00:00:00	AP	0
29497	020710	022	Label		"http://www.accessdata.fda.gov/drugsatfda_docs/label/2011/020031s058s066,020710s022s030lbl.pdf"	2011-07-12 00:00:00	AP	0
29498	020710	030	Label		"http://www.accessdata.fda.gov/drugsatfda_docs/label/2011/020031s058s066,020710s022s030lbl.pdf"	2011-07-12 00:00:00	AP	0
29499	020031	058	Label		"http://www.accessdata.fda.gov/drugsatfda_docs/label/2011/020031s058s066,020710s022s030lbl.pdf"	2011-07-12 00:00:00	AP	0
29500	020031	066	Label		"http://www.accessdata.fda.gov/drugsatfda_docs/label/2011/020031s058s066,020710s022s030lbl.pdf"	2011-07-12 00:00:00	AP	0
29501	020936	034	Label		http://www.accessdata.fda.gov/drugsatfda_docs/label/2011/020936s034s044lbl.pdf	2011-07-12 00:00:00	AP	0
29502	020936	044	Label		http://www.accessdata.fda.gov/drugsatfda_docs/label/2011/020936s034s044lbl.pdf	2011-07-12 00:00:00	AP	0
29503	021752	027	Label		http://www.accessdata.fda.gov/drugsatfda_docs/label/2011/021752s027lbl.pdf	2011-07-12 00:00:00	AP	0
29504	021083	049	Letter		"http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2011/021083s049,021110s059ltr.pdf"	2011-07-13 00:00:00	AP	0
29505	021110	059	Letter		"http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2011/021083s049,021110s059ltr.pdf"	2011-07-13 00:00:00	AP	0
29506	020007	041	Letter		"http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2011/020007s041,020403s019ltr.pdf"	2011-07-13 00:00:00	AP	0
29507	020403	019	Letter		"http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2011/020007s041,020403s019ltr.pdf"	2011-07-13 00:00:00	AP	0
29508	021526	014	Letter		http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2011/021526s014ltr.pdf	2011-07-13 00:00:00	AP	0
29509	020931	003	Letter		http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2011/020931s003ltr.pdf	2011-07-13 00:00:00	AP	0
29510	020725	008	Letter		http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2011/020725s008ltr.pdf	2011-07-14 00:00:00	AP	0
29511	020725	008	Medication Guide		http://www.accessdata.fda.gov/drugsatfda_docs/label/2011/020725s008MedG.pdf	2011-07-14 00:00:00	AP	0
29512	020725	008	Label		http://www.accessdata.fda.gov/drugsatfda_docs/label/2011/020725s008lbl.pdf	2011-07-14 00:00:00	AP	0
29513	022210	005	Medication Guide		http://www.accessdata.fda.gov/drugsatfda_docs/label/2011/022210s005MedG.pdf	2011-07-14 00:00:00	AP	0
29514	022210	005	Label		http://www.accessdata.fda.gov/drugsatfda_docs/label/2011/022210s005lbl.pdf	2011-07-14 00:00:00	AP	0
29515	022569	000	Medication Guide		http://www.fda.gov/downloads/Drugs/DrugSafety/UCM263032.pdf	2011-07-15 00:00:00	AP	0
29517	022574	000	Review		http://www.accessdata.fda.gov/drugsatfda_docs/nda/2010/022574_safyral_toc.cfm	2011-07-15 00:00:00	AP	0
29518	022574	000	Summary Review		http://www.accessdata.fda.gov/drugsatfda_docs/nda/2010/022574Orig1s000SumR.pdf	2011-07-15 00:00:00	AP	0
29519	200175	000	Review		http://www.accessdata.fda.gov/drugsatfda_docs/nda/2010/200175_tribenzor_toc.cfm	2011-07-15 00:00:00	AP	0
29520	200175	000	Summary Review		http://www.accessdata.fda.gov/drugsatfda_docs/nda/2010/200175Orig1s000SumR.pdf	2011-07-15 00:00:00	AP	0
29521	020947	007	Letter		http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2011/020947s007ltr.pdf	2011-07-18 00:00:00	AP	0
29522	022000	005	Letter		http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2011/022000s005ltr.pdf	2011-07-18 00:00:00	AP	0
29523	021912	006	Letter		http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2011/021912s006ltr.pdf	2011-07-18 00:00:00	AP	0
29524	021912	006	Label		http://www.accessdata.fda.gov/drugsatfda_docs/label/2011/021912s006lbl.pdf	2011-07-18 00:00:00	AP	0
29525	022000	005	Label		http://www.accessdata.fda.gov/drugsatfda_docs/label/2011/022000s005lbl.pdf	2011-07-18 00:00:00	AP	0
29526	050709	028	Label		"http://www.accessdata.fda.gov/drugsatfda_docs/label/2011/050708s036s037,050709s028s030lbl.pdf"	2011-07-18 00:00:00	AP	0
29527	050709	030	Label		"http://www.accessdata.fda.gov/drugsatfda_docs/label/2011/050708s036s037,050709s028s030lbl.pdf"	2011-07-18 00:00:00	AP	0
29528	050708	036	Label		"http://www.accessdata.fda.gov/drugsatfda_docs/label/2011/050708s036s037,050709s028s030lbl.pdf"	2011-07-18 00:00:00	AP	0
29529	050708	037	Label		"http://www.accessdata.fda.gov/drugsatfda_docs/label/2011/050708s036s037,050709s028s030lbl.pdf"	2011-07-18 00:00:00	AP	0
29530	014901	039	Label		http://www.accessdata.fda.gov/drugsatfda_docs/label/2011/014901s039lbl.pdf	2011-07-18 00:00:00	AP	0
29531	012041	039	Label		http://www.accessdata.fda.gov/drugsatfda_docs/label/2011/012041s039lbl.pdf	2011-07-18 00:00:00	AP	0
29532	022483	003	Label		http://www.accessdata.fda.gov/drugsatfda_docs/label/2011/022483s003lbl.pdf	2011-07-18 00:00:00	AP	0
29533	020844	036	Medication Guide		"http://www.accessdata.fda.gov/drugsatfda_docs/label/2011/020505s042,020844s036MedG.pdf"	2011-07-18 00:00:00	AP	0
29534	020505	042	Medication Guide		"http://www.accessdata.fda.gov/drugsatfda_docs/label/2011/020505s042,020844s036MedG.pdf"	2011-07-18 00:00:00	AP	0
29535	020505	042	Label		"http://www.accessdata.fda.gov/drugsatfda_docs/label/2011/020505s042,020844s036lbl.pdf"	2011-07-18 00:00:00	AP	0
29536	020844	036	Label		"http://www.accessdata.fda.gov/drugsatfda_docs/label/2011/020505s042,020844s036lbl.pdf"	2011-07-18 00:00:00	AP	0
29537	012041	039	Letter		"http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2011/012041s039,014901s039ltr.pdf"	2011-07-19 00:00:00	AP	0
29538	014901	039	Letter		"http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2011/012041s039,014901s039ltr.pdf"	2011-07-19 00:00:00	AP	0
29539	020505	042	Letter		"http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2011/020505s042,20844s36ltr.pdf"	2011-07-19 00:00:00	AP	0
29540	020844	036	Letter		"http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2011/020505s042,20844s36ltr.pdf"	2011-07-19 00:00:00	AP	0
29541	022362	007	Label		http://www.accessdata.fda.gov/drugsatfda_docs/label/2011/022362s007lbl.pdf	2011-07-18 00:00:00	AP	0
29542	021176	028	Label		http://www.accessdata.fda.gov/drugsatfda_docs/label/2011/021176s028lbl.pdf	2011-07-18 00:00:00	AP	0
29543	022362	007	Letter		"http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2011/022362s007,021176s028ltr.pdf"	2011-07-19 00:00:00	AP	0
29544	021176	028	Letter		"http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2011/022362s007,021176s028ltr.pdf"	2011-07-19 00:00:00	AP	0
29545	020664	011	Label		http://www.accessdata.fda.gov/drugsatfda_docs/label/2011/020664s011lbl.pdf	2011-07-18 00:00:00	AP	0
29546	022483	003	Letter		http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2011/022483s003ltr.pdf	2011-07-19 00:00:00	AP	0
29547	050708	036	Letter		"http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2011/050708s036s037,050709s028s030ltr.pdf"	2011-07-19 00:00:00	AP	0
29548	050708	037	Letter		"http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2011/050708s036s037,050709s028s030ltr.pdf"	2011-07-19 00:00:00	AP	0
29549	050709	028	Letter		"http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2011/050708s036s037,050709s028s030ltr.pdf"	2011-07-19 00:00:00	AP	0
29550	050709	030	Letter		"http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2011/050708s036s037,050709s028s030ltr.pdf"	2011-07-19 00:00:00	AP	0
29551	022432	000	Review		http://www.accessdata.fda.gov/drugsatfda_docs/nda/2010/022432_hp_acthar_gel_toc.cfm	2011-07-20 00:00:00	AP	0
29552	022432	000	Summary Review		http://www.accessdata.fda.gov/drugsatfda_docs/nda/2010/022432Orig1s0900SumR.pdf	2011-07-20 00:00:00	AP	0
29553	022555	000	Review		http://www.accessdata.fda.gov/drugsatfda_docs/nda/2010/022555_cysview_toc.cfm	2011-07-20 00:00:00	AP	0
29554	022555	000	Summary Review		http://www.accessdata.fda.gov/drugsatfda_docs/nda/2010/022555Orig1s000SumR.pdf	2011-07-20 00:00:00	AP	0
29555	079013	000	Letter		http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2011/079013s000ltr.pdf	2011-07-20 00:00:00	AP	1
