ApplNo	ApplType	SponsorApplicant	MostRecentLabelAvailableFlag	CurrentPatentFlag	ActionType	Chemical_Type	Ther_Potential	Orphan_Code
087555	N	IVAX PHARMS	False	False	AP			
087556	N	WATSON LABS	False	False	AP			
087557	N	HALSEY	False	False	AP			
087561	N	SANDOZ	False	False	AP			
087562	N	SANDOZ	False	False	AP			
087563	N	MONARCH PHARMS	False	False	AP			
087564	N	MUTUAL PHARM	False	False	AP			
087565	N	SANDOZ	False	False	AP			
087566	N	MD PHARM	False	False	AP			
087567	N	BAXTER HLTHCARE	False	False	AP			
087568	N	BAXTER HLTHCARE	False	False	AP			
087569	N	BAXTER HLTHCARE	False	False	AP			
087571	N	PURDUE PHARM PRODS	False	False	AP			
087584	N	LUITPOLD	False	False	AP			
087585	N	LUITPOLD	False	False	AP			
087586	N	WARNER CHILCOTT	False	False	AP			
087587	N	WARNER CHILCOTT	False	False	AP			
087589	N	SUPERPHARM	False	False	AP			
087590	N	SUPERPHARM	False	False	AP			
087591	N	SOLOPAK	False	False	AP			
087592	N	SMITH AND NEPHEW	False	False	AP			
087593	N	SOLOPAK	False	False	AP			
087595	N	SOLOPAK	False	False	AP			
087596	N	SOLOPAK	False	False	AP			
087598	N	WATSON LABS	False	False	AP			
087599	N	WATSON LABS	False	False	AP			
087600	N	LUITPOLD	False	False	AP			
087601	N	HOSPIRA	False	False	AP			
087602	N	VINTAGE	False	False	AP			
087603	N	VINTAGE	False	False	AP			
087604	N	VINTAGE	False	False	AP			
087608	N	SOLVAY	False	False	AP			
087609	N	SOLVAY	False	False	AP			
087610	N	VANGARD	False	False	AP			
087611	N	MURO	False	False	AP			
087612	N	IVAX PHARMS	False	False	AP			
087613	N	IVAX PHARMS	False	False	AP			
087614	N	IVAX PHARMS	False	False	AP			
087616	N	VANGARD	False	False	AP			
087617	N	VANGARD	False	False	AP			
087619	N	VANGARD	False	False	AP			
087620	N	VANGARD	False	False	AP			
087621	N	GD SEARLE LLC	False	False	AP			
087628	N	SHIRE	False	False	AP			
087629	N	GILBERT LABS	False	False	AP			
087630	N	VANGARD	False	False	AP			
087631	N	VANGARD	False	False	AP			
087632	N	VANGARD	False	False	AP			
087634	N	LEDERLE	False	False	AP			
087636	N	MIZA PHARMS USA	False	False	AP			
087637	N	MIZA PHARMS USA	False	False	AP			
087638	N	VANGARD	False	False	AP			
087639	N	VANGARD	False	False	AP			
087643	N	VANGARD	False	False	AP			
087644	N	CORIA	False	False	AP			
087645	N	VANGARD	False	False	AP			
087646	N	VANGARD	False	False	AP			
087647	N	WEST WARD	False	False	AP			
087648	N	VANGARD	False	False	AP			
087649	N	LEDERLE	False	False	AP			
087651	N	USL PHARMA	False	False	AP			
087653	N	MUTUAL PHARM	False	False	AP			
087654	N	VANGARD	False	False	AP			
087655	N	VANGARD	False	False	AP			
087656	N	PAR PHARM	False	False	AP			
087657	N	PAR PHARM	False	False	AP			
087658	N	PAR PHARM	False	False	AP			
087660	N	ASCOT	False	False	AP			
087661	N	ASCOT	False	False	AP			
087662	N	ASCOT	False	False	AP			
087663	N	ASCOT	False	False	AP			
087665	N	BARR	False	False	AP			
087666	N	BARR	False	False	AP			
087667	N	WATSON LABS	False	False	AP			
087668	N	WATSON LABS	False	False	AP			
087671	N	MYLAN	False	False	AP			
087672	N	MYLAN	False	False	AP			
087674	N	WATSON LABS	False	False	AP			
087677	N	ASCHER	False	False	AP			
087679	N	CENCI	False	False	AP			
087681	N	OPTOPICS	False	False	AP			
087682	N	VANGARD	False	False	AP			
087685	N	ASCOT	False	False	AP			
087686	N	ASCOT	False	False	AP			
087687	N	ASCOT	False	False	AP			
087689	N	WATSON LABS	False	False	AP			
087693	N	ROSEDALE THERAPEUTIC	False	False	AP			
087695	N	PHARMACIA AND UPJOHN	False	False	AP			
087697	N	ASCOT	False	False	AP			
087698	N	ASCOT	False	False	AP			
087699	N	ASCOT	False	False	AP			
087701	N	VANGARD	False	False	AP			
087702	N	BAXTER HLTHCARE	False	False	AP			
087706	N	WATSON LABS	False	False	AP			
087708	N	ROXANE	False	False	AP			
087709	N	LEDERLE	False	False	AP			
087711	N	WATSON LABS	False	False	AP			
087712	N	VANGARD	False	False	AP			
087716	N	BARR	False	False	AP			
087717	N	BARR	False	False	AP			
087722	N	UCB INC	False	False	AP			
087723	N	BAYER HLTHCARE	False	False	AP			
087724	N	BAYER HLTHCARE	False	False	AP			
087725	N	BAYER HLTHCARE	False	False	AP			
087726	N	BAYER HLTHCARE	False	False	AP			
087727	N	ACTAVIS MID ATLANTIC	False	False	AP			
087728	N	BAYER HLTHCARE	False	False	AP			
087729	N	BAYER HLTHCARE	False	False	AP			
087730	N	KV PHARM	False	False	AP			
087731	N	BAYER HLTHCARE	False	False	AP			
087736	N	WEST WARD	False	False	AP			
087739	N	BAYER HLTHCARE	False	False	AP			
087742	N	ROXANE	False	False	AP			
087743	N	ROXANE	False	False	AP			
087744	N	MYLAN	False	False	AP			
087745	N	MYLAN	False	False	AP			
087748	N	ALLERGAN	False	False	AP			
087750	N	STAR PHARMS FL	False	False	AP			
087751	N	USL PHARMA	False	False	AP			
087752	N	USL PHARMA	False	False	AP			
087756	N	WATSON LABS	False	False	AP			
087757	N	UCB INC	False	False	AP			
087759	N	BAXTER HLTHCARE	False	False	AP			
087760	N	IVAX SUB TEVA PHARMS	False	False	AP			
087761	N	IVAX SUB TEVA PHARMS	False	False	AP			
087762	N	PURACAP PHARM	False	False	AP			
087763	N	GRAHAM DM	False	False	AP			
087764	N	SHIRE RICHWOOD	False	False	AP			
087765	N	WEST WARD	False	False	AP			
087766	N	ALPHARMA US PHARMS	False	False	AP			
087767	N	WATSON LABS	False	False	AP			
087768	N	BAYER HLTHCARE	False	False	AP			
087769	N	IVAX PHARMS	False	False	AP			
087770	N	IVAX PHARMS	False	False	AP			
087771	N	ALCON	False	False	AP			
087772	N	WATSON LABS	False	False	AP			
087773	N	WATSON LABS	False	False	AP			
087774	N	SANDOZ	False	False	AP			
087775	N	USL PHARMA	False	False	AP			
087776	N	USL PHARMA	False	False	AP			
087777	N	TEVA	False	False	AP			
087780	N	USL PHARMA	False	False	AP			
087781	N	SANDOZ	False	False	AP			
087783	N	WEST WARD	False	False	AP			
087785	N	WATSON LABS	False	False	AP			
087786	N	IVAX PHARMS	False	False	AP			
087787	N	ABRAXIS PHARM	False	False	AP			
087790	N	WATSON LABS	False	False	AP			
087791	N	MARCHAR	False	False	AP			
087792	N	WATSON LABS	False	False	AP			
087794	N	MUTUAL PHARM	False	False	AP			
087795	N	ACTAVIS MID ATLANTIC	False	False	AP			
087796	N	ACTAVIS MID ATLANTIC	False	False	AP			
087797	N	ALPHARMA US PHARMS	False	False	AP			
087798	N	ACTAVIS MID ATLANTIC	False	False	AP			
087799	N	ACTAVIS MID ATLANTIC	False	False	AP			
087800	N	ROXANE	False	False	AP			
087801	N	ROXANE	False	False	AP			
087804	N	MALLINCKRODT	False	False	AP			
087805	N	TG UNITED LABS	False	False	AP			
087809	N	FOREST PHARMS	False	False	AP			
087810	N	WATSON LABS	False	False	AP			
087811	N	VALEANT	False	False	AP			
087812	N	INTL MEDICATION	False	False	AP			
087813	N	INTL MEDICATION	False	False	AP			
087817	N	APP PHARMS	False	False	AP			
087818	N	BAUSCH AND LOMB	False	False	AP			
087819	N	KV PHARM	False	False	AP			
087820	N	KV PHARM	False	False	AP			
087821	N	KV PHARM	False	False	AP			
087822	N	KV PHARM	False	False	AP			
087825	N	USL PHARMA	False	False	AP			
087826	N	USL PHARMA	False	False	AP			
087827	N	USL PHARMA	False	False	AP			
087828	N	USL PHARMA	False	False	AP			
087833	N	ROXANE	False	False	AP			
087834	N	TORCH	False	False	AP			
087835	N	WATSON LABS	False	False	AP			
087836	N	PAR PHARM	False	False	AP			
087837	N	USL PHARMA	False	False	AP			
087838	N	PHARMAFAIR	False	False	AP			
087839	N	PIONEER PHARMS	False	False	AP			
087842	N	USL PHARMA	False	False	AP			
087844	N	TYCO HLTHCARE	False	False	AP			
087845	N	TYCO HLTHCARE	False	False	AP			
087846	N	TYCO HLTHCARE	False	False	AP			
087847	N	ABBOTT	False	False	AP			
087848	N	ABBOTT	False	False	AP			
087851	N	INTL MEDICATION	False	False	AP			
087852	N	INTL MEDICATION	False	False	AP			
087853	N	ABBOTT	False	False	AP			
087854	N	WHITBY	False	False	AP			
087857	N	MUTUAL PHARM	False	False	AP			
087858	N	ALPHARMA US PHARMS	False	False	AP			
087859	N	CAROLINA MEDCL	False	False	AP			
087860	N	MUTUAL PHARM	False	False	AP			
087862	N	MUTUAL PHARM	False	False	AP			
087863	N	WARNER CHILCOTT	False	False	AP			
087864	N	ALPHARMA US PHARMS	False	False	AP			
087865	N	WEST WARD	False	False	AP			
087866	N	WATSON LABS	False	False	AP			
087867	N	INTL MEDICATION	False	False	AP			
087868	N	INTL MEDICATION	False	False	AP			
087869	N	SANDOZ	False	False	AP			
087870	N	SANDOZ	False	False	AP			
087871	N	SANDOZ	False	False	AP			
087872	N	WOCKHARDT	False	False	AP			
087875	N	VANGARD	False	False	AP			
087876	N	VANGARD	False	False	AP			
087877	N	VANGARD	False	False	AP			
087878	N	WEST WARD	False	False	AP			
087880	N	WEST WARD	False	False	AP			
087881	N	WOCKHARDT	False	False	AP			
087884	N	WEST WARD	False	False	AP			
087885	N	ABRAXIS PHARM	False	False	AP			
087886	N	ABRAXIS PHARM	False	False	AP			
087887	N	SAVAGE LABS	False	False	AP			
087892	N	SANOFI AVENTIS US	False	False	AP			
087893	N	SANOFI AVENTIS US	False	False	AP			
087894	N	SANOFI AVENTIS US	False	False	AP			
087902	N	TARO	False	False	AP			
087903	N	SOLOPAK	False	False	AP			
087904	N	SMITH AND NEPHEW	False	False	AP			
087905	N	SOLOPAK	False	False	AP			
087906	N	SMITH AND NEPHEW	False	False	AP			
087907	N	ARMSTRONG PHARMS	False	False	AP			
087908	N	VANGARD	False	False	AP			
087909	N	VANGARD	False	False	AP			
087910	N	SCHERING	False	False	AP			
087912	N	PHARMAFAIR	False	False	AP			
087913	N	IVAX PHARMS	False	False	AP			
087914	N	HALSEY	False	False	AP			
087915	N	TG UNITED LABS	False	False	AP			
087916	N	ROXANE	False	False	AP			
087917	N	FERNDALE LABS	False	False	AP			
087918	N	TG UNITED LABS	False	False	AP			
087919	N	USL PHARMA	False	False	AP			
087920	N	USL PHARMA	False	False	AP			
087921	N	PHARMAFAIR	False	False	AP			
087922	N	PHARMAFAIR	False	False	AP			
087930	N	TG UNITED LABS	False	False	AP			
087931	N	KENDALL IL	False	False	AP			
087932	N	AMBIX	False	False	AP			
087934	N	ASCOT	False	False	AP			
087935	N	ARMOUR PHARM	False	False	AP			
087936	N	ARMOUR PHARM	False	False	AP			
087937	N	ASTRAZENECA	False	False	AP			
087938	N	ASTRAZENECA	False	False	AP			
087939	N	WATSON LABS	False	False	AP			
087940	N	STIEFEL	False	False	AP			
087941	N	CENCI	False	False	AP			
087942	N	UCB INC	False	False	AP			
087943	N	UCB INC	False	False	AP			
087944	N	UCB INC	False	False	AP			
087946	N	PAR PHARM	False	False	AP			
087947	N	IVAX PHARMS	False	False	AP			
087948	N	PARKE DAVIS	False	False	AP			
087949	N	PHARMAFAIR	False	False	AP			
087952	N	WARNER CHILCOTT	False	False	AP			
087953	N	WOCKHARDT	False	False	AP			
087954	N	HOSPIRA	False	False	AP			
087955	N	HOSPIRA	False	False	AP			
087956	N	HOSPIRA	False	False	AP			
087958	N	SMITH AND NEPHEW	False	False	AP			
087959	N	SMITH AND NEPHEW	False	False	AP			
087961	N	FOREST PHARMS	False	False	AP			
087963	N	USL PHARMA	False	False	AP			
087964	N	USL PHARMA	False	False	AP			
087967	N	AKORN	False	False	AP			
087968	N	AKORN	False	False	AP			
087969	N	AKORN	False	False	AP			
087973	N	WATSON LABS	False	False	AP			
087974	N	WATSON LABS	False	False	AP			
087977	N	LNK	False	False	AP			
087978	N	LNK	False	False	AP			
087979	N	WATSON LABS	False	False	AP			
087980	N	ABBOTT	False	False	AP			
087981	N	PAR PHARM	False	False	AP			
087984	N	UDL	False	False	AP			
087985	N	UDL	False	False	AP			
087986	N	UDL	False	False	AP			
087987	N	UDL	False	False	AP			
087990	N	PHARMADERM	False	False	AP			
087991	N	PHARMADERM	False	False	AP			
087992	N	PHARMADERM	False	False	AP			
087995	N	SCHERING	False	False	AP			
087996	N	USL PHARMA	False	False	AP			
087997	N	ROXANE	False	False	AP			
087998	N	PUREPAC PHARM	False	False	AP			
087999	N	PUREPAC PHARM	False	False	AP			
088000	N	PHARMAFAIR	False	False	AP			
088004	N	MYLAN	False	False	AP			
088007	N	PHARMAFAIR	False	False	AP			
088008	N	WOCKHARDT	False	False	AP			
088009	N	VANGARD	False	False	AP			
088010	N	VANGARD	False	False	AP			
088011	N	VANGARD	False	False	AP			
088012	N	VANGARD	False	False	AP			
088013	N	VANGARD	False	False	AP			
088014	N	VANGARD	False	False	AP			
088015	N	SCHERING	False	False	AP			
088016	N	SCHERING	False	False	AP			
088017	N	ACTAVIS MID ATLANTIC	False	False	AP			
088020	N	GRAHAM DM	False	False	AP			
088021	N	VALEANT	False	False	AP			
088022	N	SCHERING	False	False	AP			
088023	N	TEVA	False	False	AP			
088024	N	NUMARK	False	False	AP			
088025	N	ASCOT	False	False	AP			
088027	N	USL PHARMA	False	False	AP			
088028	N	GRAHAM DM	False	False	AP			
088029	N	USL PHARMA	False	False	AP			
088030	N	WATSON LABS	False	False	AP			
088031	N	WATSON LABS	False	False	AP			
088032	N	PHARMAFAIR	False	False	AP			
088034	N	VANGARD	False	False	AP			
088035	N	VANGARD	False	False	AP			
088036	N	VANGARD	False	False	AP			
088037	N	VANGARD	False	False	AP			
088038	N	VANGARD	False	False	AP			
088039	N	USL PHARMA	False	False	AP			
088041	N	SOLVAY	False	False	AP			
088042	N	CROWN LABS	False	False	AP			
088045	N	PHARMADERM	False	False	AP			
088046	N	PHARMADERM	False	False	AP			
088047	N	PHARMADERM	False	False	AP			
088048	N	PHARMADERM	False	False	AP			
088051	N	MONARCH PHARMS	False	False	AP			
088052	N	WATSON LABS	False	False	AP			
088053	N	PUREPAC PHARM	False	False	AP			
088054	N	PUREPAC PHARM	False	False	AP			
088058	N	ABBOTT	False	False	AP			
088059	N	AKORN	False	False	AP			
088061	N	USL PHARMA	False	False	AP			
088062	N	GRAHAM DM	False	False	AP			
088063	N	GRAHAM DM	False	False	AP			
088066	N	HALSEY	False	False	AP			
088067	N	ASCOT	False	False	AP			
088071	N	PHARMAFAIR	False	False	AP			
088072	N	SANDOZ	False	False	AP			
088073	N	VANGARD	False	False	AP			
088075	N	PUREPAC PHARM	False	False	AP			
088076	N	PUREPAC PHARM	False	False	AP			
088077	N	PUREPAC PHARM	False	False	AP			
088078	N	PUREPAC PHARM	False	False	AP			
088079	N	PUREPAC PHARM	False	False	AP			
088081	N	LANNETT	False	False	AP			
088082	N	PADDOCK LLC	False	False	AP			
088084	N	PUREPAC PHARM	False	False	AP			
088085	N	PUREPAC PHARM	False	False	AP			
088087	N	PHARMAFAIR	False	False	AP			
088088	N	WEST WARD	False	False	AP			
088089	N	BAUSCH AND LOMB	False	False	AP			
088090	N	MORTON GROVE	False	False	AP			
088091	N	MORTON GROVE	False	False	AP			
088092	N	MORTON GROVE	False	False	AP			
088094	N	MORTON GROVE	False	False	AP			
088095	N	MORTON GROVE	False	False	AP			
088096	N	MORTON GROVE	False	False	AP			
088099	N	HOSPIRA	False	False	AP			
088100	N	HOSPIRA	False	False	AP			
088101	N	PHARMAFAIR	False	False	AP			
088105	N	PUREPAC PHARM	False	False	AP			
088106	N	PUREPAC PHARM	False	False	AP			
088107	N	PUREPAC PHARM	False	False	AP			
088108	N	ROXANE	False	False	AP			
088109	N	ROXANE	False	False	AP			
088110	N	WATSON LABS	False	False	AP			
088111	N	GRAHAM DM	False	False	AP			
088116	N	USL PHARMA	False	False	AP			
088117	N	WEST WARD	False	False	AP			
088119	N	DURAMED PHARMS BARR	False	False	AP			
088120	N	PUREPAC PHARM	False	False	AP			
088121	N	PUREPAC PHARM	False	False	AP			
088122	N	PUREPAC PHARM	False	False	AP			
088124	N	ASTRAZENECA	False	False	AP			
088125	N	ASTRAZENECA	False	False	AP			
088126	N	ROXANE	False	False	AP			
088127	N	WATSON LABS	False	False	AP			
088128	N	WATSON LABS	False	False	AP			
088129	N	VANGARD	False	False	AP			
088130	N	VANGARD	False	False	AP			
088131	N	SANDOZ	False	False	AP			
088132	N	SANDOZ	False	False	AP			
088133	N	SANDOZ	False	False	AP			
088134	N	SANDOZ	False	False	AP			
088135	N	SANDOZ	False	False	AP			
088136	N	SANDOZ	False	False	AP			
088137	N	SANDOZ	False	False	AP			
088138	N	CAROLINA MEDCL	False	False	AP			
088139	N	PUREPAC PHARM	False	False	AP			
088140	N	PUREPAC PHARM	False	False	AP			
088143	N	WOCKHARDT	False	False	AP			
088144	N	BAXTER HLTHCARE	False	False	AP			
088145	N	BAXTER HLTHCARE	False	False	AP			
088146	N	BAXTER HLTHCARE	False	False	AP			
088147	N	HOSPIRA	False	False	AP			
088148	N	PAR PHARM	False	False	AP			
088149	N	PAR PHARM	False	False	AP			
088150	N	PHARMAFAIR	False	False	AP			
088151	N	WATSON LABS	False	False	AP			
088156	N	MORTON GROVE	False	False	AP			
088157	N	ROXANE	False	False	AP			
088158	N	ROXANE	False	False	AP			
088160	N	PAR PHARM	False	False	AP			
088164	N	IVAX PHARMS	False	False	AP			
088165	N	PHARMAFAIR	False	False	AP			
088166	N	INTL MEDICATION	False	False	AP			
088167	N	FOUGERA	False	False	AP			
088168	N	FOUGERA	False	False	AP			
088169	N	FOUGERA	False	False	AP			
088170	N	FOUGERA	False	False	AP			
088171	N	SAVAGE LABS	False	False	AP			
088172	N	SAVAGE LABS	False	False	AP			
088173	N	SAVAGE LABS	False	False	AP			
088174	N	SAVAGE LABS	False	False	AP			
088175	N	PAR PHARM	False	False	AP			
088176	N	PAR PHARM	False	False	AP			
088177	N	PUREPAC PHARM	False	False	AP			
088178	N	PUREPAC PHARM	False	False	AP			
088182	N	DURAMED PHARMS BARR	False	False	AP			
088183	N	DURAMED PHARMS BARR	False	False	AP			
088184	N	APP PHARMS	False	False	AP			
088185	N	APP PHARMS	False	False	AP			
088186	N	PHARMAFAIR	False	False	AP			
088187	N	DEY	False	False	AP			
088188	N	DEY	False	False	AP			
088189	N	WEST WARD	False	False	AP			
088190	N	WOCKHARDT	False	False	AP			
088191	N	WOCKHARDT	False	False	AP			
088193	N	SANDOZ	False	False	AP			
088194	N	IVAX PHARMS	False	False	AP			
088195	N	USL PHARMA	False	False	AP			
088196	N	SAVAGE LABS	False	False	AP			
088197	N	SAVAGE LABS	False	False	AP			
088198	N	SAVAGE LABS	False	False	AP			
088199	N	UDL	False	False	AP			
088200	N	SANDOZ	False	False	AP			
088205	N	PLIVA	False	False	AP			
088207	N	WATSON LABS	False	False	AP			
088212	N	TG UNITED LABS	False	False	AP			
088214	N	ALLERGAN HERBERT	False	False	AP			
088215	N	ALLERGAN HERBERT	False	False	AP			
088216	N	ALLERGAN HERBERT	False	False	AP			
088217	N	ALLERGAN HERBERT	False	False	AP			
088218	N	IVAX PHARMS	False	False	AP			
088221	N	VALEANT PHARM INTL	False	False	AP			
088222	N	WEST WARD	False	False	AP			
088223	N	WEST WARD	False	False	AP			
088226	N	ROXANE	False	False	AP			
088227	N	WOCKHARDT	False	False	AP			
088228	N	WOCKHARDT	False	False	AP			
088229	N	ACTAVIS MID ATLANTIC	False	False	AP			
088230	N	PHARMAFAIR	False	False	AP			
088231	N	DURAMED PHARMS BARR	False	False	AP			
088232	N	DURAMED PHARMS BARR	False	False	AP			
088235	N	CAROLINA MEDCL	False	False	AP			
088237	N	PAR PHARM	False	False	AP			
088238	N	PAR PHARM	False	False	AP			
088239	N	SMITH AND NEPHEW	False	False	AP			
088240	N	WEST WARD	False	False	AP			
088241	N	WEST WARD	False	False	AP			
088242	N	MORTON GROVE	False	False	AP			
088243	N	MORTON GROVE	False	False	AP			
088246	N	ORTHO MCNEIL PHARM	False	False	AP			
088248	N	ROXANE	False	False	AP			
088250	N	SALIX PHARMS	False	False	AP			
088251	N	WOCKHARDT	False	False	AP			
088252	N	ROXANE	False	False	AP			
088253	N	PHARM RES ASSOC	False	False	AP			
088254	N	WOCKHARDT	False	False	AP			
088255	N	SCHERER RP	False	False	AP			
088256	N	UDL	False	False	AP			
088257	N	UDL	False	False	AP			
088258	N	WOCKHARDT	False	False	AP			
088260	N	WATSON LABS	False	False	AP			
088262	N	PAR PHARM	False	False	AP			
088265	N	WATSON LABS	False	False	AP			
088267	N	TG UNITED LABS	False	False	AP			
088268	N	TG UNITED LABS	False	False	AP			
088269	N	SANOFI AVENTIS US	False	False	AP			
088270	N	IVAX PHARMS	False	False	AP			
088271	N	IVAX PHARMS	False	False	AP			
088272	N	IVAX PHARMS	False	False	AP			
088273	N	IVAX PHARMS	False	False	AP			
088274	N	PHARMAFAIR	False	False	AP			
088275	N	ROXANE	False	False	AP			
088276	N	PAR PHARM	False	False	AP			
088279	N	BAXTER HLTHCARE	False	False	AP			
088280	N	BAXTER HLTHCARE	False	False	AP			
088281	N	BAXTER HLTHCARE	False	False	AP			
088282	N	BAXTER HLTHCARE	False	False	AP			
088283	N	CENCI	False	False	AP			
088284	N	WATSON LABS	False	False	AP			
088285	N	MORTON GROVE	False	False	AP			
088286	N	AKORN	False	False	AP			
088288	N	ASCOT	False	False	AP			
088289	N	ASCOT	False	False	AP			
088290	N	ABRAXIS PHARM	False	False	AP			
088292	N	PAR PHARM	False	False	AP			
088294	N	HOSPIRA	False	False	AP			
088295	N	HOSPIRA	False	False	AP			
088296	N	WATSON LABS	False	False	AP			
088297	N	BARR	False	False	AP			
088298	N	BARR	False	False	AP			
088299	N	HOSPIRA	False	False	AP			
088303	N	CENCI	False	False	AP			
088304	N	CENCI	False	False	AP			
088305	N	SAVAGE LABS	False	False	AP			
088306	N	ROXANE	False	False	AP			
088307	N	SANDOZ	False	False	AP			
088308	N	SANDOZ	False	False	AP			
088309	N	WATSON LABS	False	False	AP			
088310	N	ASCOT	False	False	AP			
088311	N	ASCOT	False	False	AP			
088312	N	MORTON GROVE	False	False	AP			
088314	N	VANGARD	False	False	AP			
088316	N	ROXANE	False	False	AP			
088317	N	ABRAXIS PHARM	False	False	AP			
088318	N	WATSON LABS	False	False	AP			
088319	N	VANGARD	False	False	AP			
088320	N	CARACO	False	False	AP			
088321	N	CARACO	False	False	AP			
088322	N	PAR PHARM	False	False	AP			
088323	N	WATSON LABS	False	False	AP			
088324	N	TEVA	False	False	AP			
088325	N	HOSPIRA	False	False	AP			
088326	N	HOSPIRA	False	False	AP			
088327	N	HOSPIRA	False	False	AP			
088328	N	HOSPIRA	False	False	AP			
088329	N	HOSPIRA	False	False	AP			
088330	N	HOSPIRA	False	False	AP			
088331	N	HOSPIRA	False	False	AP			
088332	N	MYLAN	False	False	AP			
088333	N	MYLAN	False	False	AP			
088334	N	MYLAN	False	False	AP			
088335	N	MYLAN	False	False	AP			
088336	N	PAR PHARM	False	False	AP			
088337	N	PARKE DAVIS	False	False	AP			
088342	N	USL PHARMA	False	False	AP			
088343	N	ALPHARMA US PHARMS	False	False	AP			
088344	N	CENCI	False	False	AP			
088345	N	WATSON LABS	False	False	AP			
088346	N	HOSPIRA	False	False	AP			
088348	N	WATSON LABS	False	False	AP			
088349	N	WATSON LABS	False	False	AP			
088350	N	WATSON LABS	False	False	AP			
088351	N	PAR PHARM	False	False	AP			
088352	N	PAR PHARM	False	False	AP			
088353	N	DURAMED PHARMS BARR	False	False	AP			
088354	N	DURAMED PHARMS BARR	False	False	AP			
088355	N	DURAMED PHARMS BARR	False	False	AP			
088356	N	IVAX PHARMS	False	False	AP			
088357	N	IVAX PHARMS	False	False	AP			
088358	N	IVAX PHARMS	False	False	AP			
088359	N	ASCHER	False	False	AP			
088360	N	ALPHARMA US PHARMS	False	False	AP			
088361	N	ALPHARMA US PHARMS	False	False	AP			
088364	N	3M	False	False	AP			
088365	N	WEST WARD	False	False	AP			
088366	N	HOSPIRA	False	False	AP			
088367	N	HOSPIRA	False	False	AP			
088368	N	HOSPIRA	False	False	AP			
088369	N	3M	False	False	AP			
088370	N	MUTUAL PHARM	False	False	AP			
088371	N	BAXTER HLTHCARE	False	False	AP			
088372	N	BAXTER HLTHCARE	False	False	AP			
088373	N	BAXTER HLTHCARE	False	False	AP			
088374	N	BAXTER HLTHCARE	False	False	AP			
088375	N	MUTUAL PHARM	False	False	AP			
088376	N	SOLVAY	False	False	AP			
088377	N	PAR PHARM	False	False	AP			
088379	N	MUTUAL PHARM	False	False	AP			
088381	N	WATSON LABS	False	False	AP			
088382	N	GRAHAM DM	False	False	AP			
088383	N	GRAHAM DM	False	False	AP			
088385	N	PHARMAFAIR	False	False	AP			
088387	N	DEPROCO	False	False	AP			
088388	N	DEPROCO	False	False	AP			
088389	N	DEPROCO	False	False	AP			
088390	N	DEPROCO	False	False	AP			
088391	N	PAR PHARM	False	False	AP			
088392	N	VANGARD	False	False	AP			
088393	N	VANGARD	False	False	AP			
088394	N	DURAMED PHARMS BARR	False	False	AP			
088395	N	DURAMED PHARMS BARR	False	False	AP			
088396	N	DURAMED PHARMS BARR	False	False	AP			
088399	N	WATSON LABS	False	False	AP			
088400	N	APP PHARMS	False	False	AP			
088407	N	ABRAXIS PHARM	False	False	AP			
088409	N	MUTUAL PHARM	False	False	AP			
088410	N	WATSON LABS	False	False	AP			
088412	N	WATSON LABS	False	False	AP			
088414	N	SANDOZ	False	False	AP			
088415	N	PHARMAFAIR	False	False	AP			
088421	N	COPLEY PHARM	False	False	AP			
088422	N	COPLEY PHARM	False	False	AP			
088423	N	COPLEY PHARM	False	False	AP			
088424	N	COPLEY PHARM	False	False	AP			
088425	N	COPLEY PHARM	False	False	AP			
088426	N	COPLEY PHARM	False	False	AP			
088429	N	SMITH AND NEPHEW	False	False	AP			
088430	N	USL PHARMA	False	False	AP			
088431	N	ROXANE	False	False	AP			
088432	N	HOSPIRA	False	False	AP			
088433	N	PHARMAFAIR	False	False	AP			
088440	N	ODYSSEY PHARMS	False	False	AP			
088441	N	ODYSSEY PHARMS	False	False	AP			
088447	N	AKORN	False	False	AP			
088448	N	ABRAXIS PHARM	False	False	AP			
088449	N	PHARMAFAIR	False	False	AP			
088450	N	MORTON GROVE	False	False	AP			
088451	N	WOCKHARDT	False	False	AP			
088452	N	WATSON LABS	False	False	AP			
088453	N	ROXANE	False	False	AP			
088456	N	TEVA	False	False	AP			
088457	N	SOLOPAK	False	False	AP			
088458	N	SMITH AND NEPHEW	False	False	AP			
088459	N	SOLOPAK	False	False	AP			
088460	N	SMITH AND NEPHEW	False	False	AP			
088461	N	MUTUAL PHARM	False	False	AP			
088462	N	PHARMADERM	False	False	AP			
088463	N	FOUGERA	False	False	AP			
088465	N	WEST WARD	False	False	AP			
088467	N	PLIVA	False	False	AP			
088468	N	PLIVA	False	False	AP			
088469	N	APP PHARMS	False	False	AP			
088470	N	ASTRAZENECA	False	False	AP			
088471	N	ASTRAZENECA	False	False	AP			
088472	N	ASTRAZENECA	False	False	AP			
088474	N	NEWTRON PHARMS	False	False	AP			
088475	N	ABRAXIS PHARM	False	False	AP			
088476	N	WATSON LABS	False	False	AP			
088477	N	WATSON LABS	False	False	AP			
088478	N	WATSON LABS	False	False	AP			
088479	N	WATSON LABS	False	False	AP			
088480	N	PAR PHARM	False	False	AP			
088481	N	PAR PHARM	False	False	AP			
088482	N	ODYSSEY PHARMS	False	False	AP			
088483	N	ODYSSEY PHARMS	False	False	AP			
088484	N	USL PHARMA	False	False	AP			
088486	N	WATSON LABS	False	False	AP			
